ano,distrito,concelho,energia_ativa_kwh,cpes,kwh_por_cpe,Preco_Final,annual_expenditure,concelho_limpo,income,energy_expenditure_ratio,energy_poverty
2022,Beja,Moura,32602706.994,10289,3168.6954022742734,0.22104739916945426,700.4318774329357,moura,16353.102840017487,4.283174173643164,0
2022,Beja,Mértola,15854334.0,7962,1991.2501883948755,0.22104739916945426,440.16067524037305,mertola,15894.361961367438,2.7692881054943888,0
2022,Beja,Odemira,68695724.0,20164,3406.850029756001,0.22104739916945426,753.0753384379418,odemira,13536.284959553697,5.563382720503627,1
2022,Beja,Ourique,12148990.0,4124,2945.9238603297767,0.22104739916945426,651.1888074771358,ourique,16662.777839772854,3.908044707424442,0
2022,Beja,Serpa,34805020.408,10570,3292.811769914854,0.22104739916945426,727.8674776942458,serpa,16183.014502901635,4.497724929825271,0
2022,Beja,Vidigueira,13374413.0,3959,3378.230108613286,0.22104739916945426,746.7489793049099,vidigueira,17029.29579510892,4.385084317575762,0
2022,Braga,Amares,34133506.652,11230,3039.4930233303653,0.22104739916945426,671.8720276008786,amares,16868.124115680024,3.9830868150675367,0
2022,Braga,Barcelos,240503105.032,55933,4299.8427588722225,0.22104739916945426,950.4690586863156,barcelos,16821.70515122569,5.650253943590617,1
2022,Braga,Braga,393901343.368,105137,3746.55300577342,0.22104739916945426,828.1657977767159,braga,21927.09899867683,3.7769054530500856,0
2022,Braga,Cabeceiras de Basto,29726309.0,10582,2809.1390096390096,0.22104739916945426,620.9528719861596,cabeceiras de basto,14896.021730004692,4.168581942488641,0
2022,Braga,Celorico de Basto,30106850.02,10990,2739.4767989080983,0.22104739916945426,605.5542214836972,celorico de basto,14135.229415243904,4.284007027368422,0
2022,Braga,Esposende,81903777.0,25725,3183.8202915451893,0.22104739916945426,703.7751948689977,esposende,18995.469171615954,3.7049634758198877,0
2022,Braga,Fafe,93202443.212,28740,3242.952095059151,0.22104739916945426,716.8461262439581,fafe,15818.896313221747,4.5315811675483575,0
2022,Braga,Guimarães,303275660.218,77841,3896.091522693696,0.22104739916945426,861.2208980176002,guimaraes,18120.68700031336,4.752694519819846,0
2022,Braga,Póvoa de Lanhoso,39970054.0,13580,2943.3029455081,0.22104739916945426,650.6094610723595,povoa de lanhoso,15529.236690844726,4.189577852567131,0
