,ano,distrito,concelho,energia_ativa_kwh,cpes,kwh_por_cpe
106,2022,Guarda,Figueira de Castelo Rodrigo,13136234.0,5358,2451.7047405748413
107,2022,Guarda,Fornos de Algodres,9683406.0,4094,2365.2677088422083
108,2022,Guarda,Gouveia,24350371.0,10844,2245.515584655109
109,2022,Guarda,Guarda,84124317.0,30449,2762.794081907452
110,2022,Guarda,Manteigas,8587119.0,2742,3131.699124726477
111,2022,Guarda,Mêda,10328859.0,5038,2050.1903533148075
112,2022,Guarda,Pinhel,17808290.0,8276,2151.7991783470275
113,2022,Guarda,Sabugal,25558847.0,14809,1725.8995880883247
114,2022,Guarda,Seia,42891679.0,18086,2371.5403627114897
115,2022,Guarda,Trancoso,20332497.0,8126,2502.15321191238
116,2022,Guarda,Vila Nova de Foz Côa,16451966.638,6685,2461.0271709798058
117,2022,Leiria,Alcobaça,135464897.282,38664,3503.6441465445896
118,2022,Leiria,Alvaiázere,14808318.0,5884,2516.7093813732154
119,2022,Leiria,Ansião,22886857.0,8987,2546.6626237899186
120,2022,Leiria,Batalha,35721774.3,9709,3679.24341332784
121,2022,Leiria,Bombarral,29115372.0,8779,3316.4793256635153
122,2022,Leiria,Caldas da Rainha,120189732.296,36740,3271.3590717474144
123,2022,Leiria,Castanheira de Pêra,6212143.0,2633,2359.3402962400305
124,2022,Leiria,Figueiró dos Vinhos,11918411.0,5213,2286.28639938615
125,2022,Leiria,Leiria,301417648.044,81970,3677.1702823472006
126,2022,Leiria,Marinha Grande,83537356.704,24709,3380.847331093933
127,2022,Leiria,Nazaré,40926945.0,15167,2698.4205841629855
128,2022,Leiria,Pedrógão Grande,8041253.0,3810,2110.565091863517
129,2022,Leiria,Peniche,65263899.292,23365,2793.233438561952
130,2022,Leiria,Pombal,111737160.536,36930,3025.647455618738
131,2022,Leiria,Porto de Mós,49130308.534,14275,3441.702874535902
132,2022,Leiria,Óbidos,41789094.888,10355,4035.644122452921
133,2022,Lisboa,Alenquer,79288442.0,24548,3229.934903047091
134,2022,Lisboa,Amadora,258524373.89,98244,2631.4520366638167
135,2022,Lisboa,Arruda dos Vinhos,28963807.0,7615,3803.52028890348
136,2022,Lisboa,Azambuja,43302262.2,12209,3546.749299696945
137,2022,Lisboa,Cadaval,30828793.778,9580,3218.036928810021
138,2022,Lisboa,Cascais,500659258.75,127212,3935.629176099739
139,2022,Lisboa,Lisboa,1597844823.036,391403,4082.3520081246184
140,2022,Lisboa,Loures,355857673.162,109513,3249.4559838740606
141,2022,Lisboa,Lourinhã,62252211.132,18757,3318.878878925201
142,2022,Lisboa,Mafra,190864374.712,49817,3831.310089166349
143,2022,Lisboa,Odivelas,229327071.45,81412,2816.870626566108
144,2022,Lisboa,Oeiras,360217298.556,102575,3511.7455379575918
145,2022,Lisboa,Sintra,654401609.424,214217,3054.853767086646
146,2022,Lisboa,Sobral de Monte Agraço,20986612.0,5858,3582.5558210993513
147,2022,Lisboa,Torres Vedras,174241377.612,51418,3388.723357812439
148,2022,Lisboa,Vila Franca de Xira,222765037.428,77547,2872.6454592440714
149,2022,Portalegre,Alter do Chão,8127814.0,2863,2838.9151239958087
150,2022,Portalegre,Arronches,9771616.0,2287,4272.678618277219
151,2022,Portalegre,Avis,12462254.0,3104,4014.901417525773
152,2022,Portalegre,Campo Maior,22336204.0,5274,4235.154342055366
153,2022,Portalegre,Castelo de Vide,9014670.0,2933,3073.5322195704057
154,2022,Portalegre,Crato,9098893.0,3141,2896.8140719516077
155,2022,Portalegre,Elvas,52178627.0,13239,3941.2815922652767
156,2022,Portalegre,Fronteira,8714461.0,2522,3455.3770816812053
157,2022,Portalegre,Gavião,8399155.0,3507,2394.968634160251
158,2022,Portalegre,Marvão,8949734.0,2812,3182.693456614509
159,2022,Portalegre,Monforte,8178360.0,2207,3705.6456728590847
160,2022,Portalegre,Nisa,14979548.0,6826,2194.4840316437153
161,2022,Portalegre,Ponte de Sor,35790642.482,10839,3302.024400959498
162,2022,Portalegre,Portalegre,49286650.198,15583,3162.847346338959
163,2022,Portalegre,Sousel,14136892.0,3528,4007.0555555555557
164,2022,Porto,Amarante,97134470.52,31504,3083.2424619095987
165,2022,Porto,Baião,31222969.0,11876,2629.0812563152576
166,2022,Porto,Felgueiras,110729003.0,27681,4000.1807376901124
167,2022,Porto,Gondomar,287315603.882,82942,3464.0544462636544
168,2022,Porto,Lousada,87297633.58,22256,3922.43141534867
169,2022,Porto,Maia,292274177.738,70393,4152.034687227423
170,2022,Porto,Marco de Canaveses,100615056.714,26602,3782.236550409744
171,2022,Porto,Matosinhos,379733190.75,96434,3937.752149138271
172,2022,Porto,Paredes,132824487.0,32503,4086.530074147002
173,2022,Porto,Paços de Ferreira,115143180.25,25754,4470.885309078201
174,2022,Porto,Penafiel,136994989.258,35142,3898.3264827841326
175,2022,Porto,Porto,764543392.26,172804,4424.338512187218
176,2022,Porto,Póvoa de Varzim,143241579.0,44547,3215.515724964644
177,2022,Porto,Santo Tirso,113137764.0,30008,3770.253399093575
178,2022,Porto,Trofa,81681297.35599999,18828,4338.288578500105
179,2022,Porto,Valongo,168565193.578,47797,3526.689825261
180,2022,Porto,Vila Nova de Gaia,606806730.514,161386,3759.971314203215
181,2022,Porto,Vila do Conde,177958597.936,46654,3814.4338735371025
182,2022,Santarém,Abrantes,71915537.0,24985,2878.348489093456
183,2022,Santarém,Alcanena,28220465.0,8133,3469.871511127505
184,2022,Santarém,Almeirim,51659625.514,13872,3724.0214470876585
185,2022,Santarém,Alpiarça,18006328.0,4455,4041.8244668911334
